,questions,answers
0,Participant ID,22
1,Age,
2,Gender,Female
3,video_2_condition_1_In hoeverre was je aandacht gericht op de film?,-0.23125
4,video_2_condition_1_In hoeverre was je aandacht gericht op de taak?,0.6875
5,video_2_condition_1_Wat bestelt de vrouw in het begin van de film?,tomatensoep met extra kip
6,"video_2_condition_1_Aan wie doet de man, die aan een van de andere tafels zit, de vrouwelijke hoofdpersoon aan denken?",fred met de toupet
7,video_2_condition_1_In welke ijs heeft de vrouwelijke hoofdpersoon zin?,dame blanche
8,video_2_condition_1_Waroom zingt iedereen in het restaurant voor de vrouwelijke hoofdpersoon?,ze is jarig
9,video_2_condition_1_Waarom is het niet gek dat de personen tegenover de vrouwelijke hoofdpersoon op elkaar lijken?,ze zijn broer en zus
10,video_2_condition_1_Hoe komen de gasten in het restaurant over op de persoon die op het einde binnenkomt om Chinees af te halen?,one big happy family
11,video_2_condition_1_Hoeveel sterretjes stonden er op de taart?,vier
12,video_2_condition_1_Wat was er aan de hand met de vrouw van Fred?,ze was dement en plaste in de plantenbak
13,video_2_condition_1_Hoe heet de zoon van de vrouwelijke hoofdpersoon?,geen idee
14,"video_2_condition_1_Hoe dacht de vrouwelijke hoofdpersoon dat de groep jonge mensen elkaar zou kennen, en wat was dat daadwerkelijke?",geen idee
15,video_3_condition_0_In hoeverre was je aandacht gericht op de film?,0.96875
16,video_3_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.94375
17,video_3_condition_0_Wat voor fruit ligt er in de kleedkamer?,banaan
18,video_3_condition_0_Waar is de hoofdpersoon op vakantie geweest?,drenthe
19,video_3_condition_0_Wat is volgens de hoofdrolspeler een wet van de natuur?,dat meisjes na de zomervakantie er mooier uitzien
20,video_3_condition_0_Hoe heet de hoofdrolspeler?,daan
21,video_3_condition_0_Waarom wordt de hoofdrolspeler boos en agressief?,het meisje wordt steeds lastig gevallen door de andere jongens
22,video_3_condition_0_Wat doet de hoofdrolspeler wanneer hij samen met het meisje in de kleedkamer is?,hij troost en kust haar
23,video_3_condition_0_Welke sport speelt het team in deze film?,korfbal
24,video_3_condition_0_Wat staat er op het briefje dat aan de muur hangt in de kleedkamer?,is het ballenhok dicht
25,video_3_condition_0_Welke kleur heeft de bal?,geel
26,video_3_condition_0_Welke kleur is het shirt dat de gezette jongen draagt?,blauw
27,video_5_condition_1_In hoeverre was je aandacht gericht op de film?,0.0020833333333334517
28,video_5_condition_1_In hoeverre was je aandacht gericht op de taak?,0.5895833333333333
29,video_5_condition_1_Wie is 'het lekkerste wijf op het feest?',denise
30,video_5_condition_1_Aan wie wordt hoofdpersoon Bram op zijn verzoek voorgesteld?,florian
31,video_5_condition_1_Waar komt Florian vandaan?,amsterdam
32,video_5_condition_1_Bij welke term schrikt Bram terwijl zijn hand dichter naar die van Florian kruipt?,SLASH
33,video_5_condition_1_Wat is de reden dat Bram en Florian naar buiten gaan?,te veel mensen binnen
34,video_5_condition_1_Waarom kan Bram niet mee naar het festival waar Florian ook heen gaat?,uitverkocht
35,video_5_condition_1_Welk spel speelt de groep in deze film?,flesje draaien
36,video_5_condition_1_Waarom wilt Bram tegen het einde van de film nog flesje draaien?,hij wil graag florian zoenen
37,video_5_condition_1_Komt het flesje van Bram uit bij Florian?,nee
38,video_5_condition_1_Wat is de kleur van het etiket op het flesje?,groen
39,video_0_condition_0_In hoeverre was je aandacht gericht op de film?,0.9979166666666667
40,video_0_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.9875
41,video_0_condition_0_Wat is de kleur van de dienstauto van de chauffeur?,zwart
42,video_0_condition_0_Wat vraagt de chauffeur aan de twee kinderen die vlak bij zijn auto staan op het schoolplein?,of ze dat jongetje tom kennen en of ze willen vragen of hij komt
43,video_0_condition_0_Hoe heet de jongen die met de chauffeur mee gaat?,tom
44,video_0_condition_0_Wat belooft de chauffeur de jongen als hij mee gaat?,dat ze alleen een stukje gaan rijden
45,video_0_condition_0_Wat doen de chauffeur en de jongen in de auto op het afgelegen terrein?,mac donalds eten
46,video_0_condition_0_Wat doen de chauffeur en de jongen nadat de jongen zelf een stukje heeft gereden?,naar de mac drive
47,video_0_condition_0_Wat bestelt de jongen bij het restaurant?,hamburger happy meal vanille milkshake
48,video_0_condition_0_Wat is de relatie tussen de jongen en de chauffeur?,vader en zoon
