,questions,answers
0,Participant ID,24
1,Age,
2,Gender,Male
3,video_3_condition_1_In hoeverre was je aandacht gericht op de film?,0.10416666666666667
4,video_3_condition_1_In hoeverre was je aandacht gericht op de taak?,0.5833333333333336
5,video_3_condition_1_Wat voor fruit ligt er in de kleedkamer?, Geen idee
6,video_3_condition_1_Waar is de hoofdpersoon op vakantie geweest?,Mallorca
7,video_3_condition_1_Wat is volgens de hoofdrolspeler een wet van de natuur?,Vrouwen worden mooier in de zomer
8,video_3_condition_1_Hoe heet de hoofdrolspeler?,Daan
9,video_3_condition_1_Waarom wordt de hoofdrolspeler boos en agressief?,Sexuele intimidatie
10,video_3_condition_1_Wat doet de hoofdrolspeler wanneer hij samen met het meisje in de kleedkamer is?,Geeft haar een kus
11,video_3_condition_1_Welke sport speelt het team in deze film?,korfbal
12,video_3_condition_1_Wat staat er op het briefje dat aan de muur hangt in de kleedkamer?,Geen idee
13,video_3_condition_1_Welke kleur heeft de bal?,wit
14,video_3_condition_1_Welke kleur is het shirt dat de gezette jongen draagt?,grijs
15,video_4_condition_0_In hoeverre was je aandacht gericht op de film?,0.8395833333333333
16,video_4_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.8729166666666667
17,video_4_condition_0_Wat is de naam van deze film?,Samual
18,video_4_condition_0_Hoe komt Samual aan geld?,Gedoneerd op straat
19,video_4_condition_0_Wat staat er op het briefje dat Samual bij zich had?,Telefoonnummer 020 43 etc
20,video_4_condition_0_Wat doet Samual met het muntgeld?,Hij wil gaan bellen
21,video_4_condition_0_Waarom is Samual in Amsterdam?,Om zijn zwangere dochter te vinden
22,video_4_condition_0_Waar zijn volgens Samual de dromen van de toekomst?,Aan de overkant van het water
23,video_4_condition_0_Aan wie wil Samual een briefje geven bij vertrek uit het politiebureau?,Aan het meisje bij het kinderdagverblijf
24,video_4_condition_0_Aan wie doet het meisje in het kinderdagverblijf samual denken?,Aan zijn eigen dochter
25,video_4_condition_0_Hoe maakt de geldwisselaar duidelijk dat hij geen geld kan wisselen?,Hij schudt nee met zijn hoofd en negeert Samual vervolgens
26,video_4_condition_0_Wat staat er op het raam van het kinderdagverblijf geschilderd?,Een konijn en een zon
27,video_2_condition_1_In hoeverre was je aandacht gericht op de film?,0.3
28,video_2_condition_1_In hoeverre was je aandacht gericht op de taak?,0.6416666666666667
29,video_2_condition_1_Wat bestelt de vrouw in het begin van de film?,Tomatensoep
30,"video_2_condition_1_Aan wie doet de man, die aan een van de andere tafels zit, de vrouwelijke hoofdpersoon aan denken?",Fredje toepetje
31,video_2_condition_1_In welke ijs heeft de vrouwelijke hoofdpersoon zin?,Dame Blanche
32,video_2_condition_1_Waroom zingt iedereen in het restaurant voor de vrouwelijke hoofdpersoon?,Ze is jarig
33,video_2_condition_1_Waarom is het niet gek dat de personen tegenover de vrouwelijke hoofdpersoon op elkaar lijken?,Ze zijn broer en zus
34,video_2_condition_1_Hoe komen de gasten in het restaurant over op de persoon die op het einde binnenkomt om Chinees af te halen?,Als een grote familie
35,video_2_condition_1_Hoeveel sterretjes stonden er op de taart?,Geen idee
36,video_2_condition_1_Wat was er aan de hand met de vrouw van Fred?,
37,video_2_condition_1_Hoe heet de zoon van de vrouwelijke hoofdpersoon?,Geen idee
38,"video_2_condition_1_Hoe dacht de vrouwelijke hoofdpersoon dat de groep jonge mensen elkaar zou kennen, en wat was dat daadwerkelijke?",Van het werk maar ze blijken bij dezelfde sportclub te zitten   ik meen schaatsen
39,video_5_condition_0_In hoeverre was je aandacht gericht op de film?,0.6729166666666667
40,video_5_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.8645833333333334
41,video_5_condition_0_Wie is 'het lekkerste wijf op het feest?',Denise
42,video_5_condition_0_Aan wie wordt hoofdpersoon Bram op zijn verzoek voorgesteld?,Florian
43,video_5_condition_0_Waar komt Florian vandaan?,Amsterdam
44,video_5_condition_0_Bij welke term schrikt Bram terwijl zijn hand dichter naar die van Florian kruipt?,Een schreeuw
45,video_5_condition_0_Wat is de reden dat Bram en Florian naar buiten gaan?,Florian vindt het te druk binnen Bram gaat achter hem aan
46,video_5_condition_0_Waarom kan Bram niet mee naar het festival waar Florian ook heen gaat?,Kaartjes waren op
47,video_5_condition_0_Welk spel speelt de groep in deze film?,Geen idee hoe het heet    iets van flesje draaien
48,video_5_condition_0_Waarom wilt Bram tegen het einde van de film nog flesje draaien?,Omdat hij Florian wil kussen maar hij zegt dat hij nog niet zo vaak aan de beurt is geweest
49,video_5_condition_0_Komt het flesje van Bram uit bij Florian?,Nee
50,video_5_condition_0_Wat is de kleur van het etiket op het flesje?,Blauw
51,video_0_condition_1_In hoeverre was je aandacht gericht op de film?,-0.10208333333333333
52,video_0_condition_1_In hoeverre was je aandacht gericht op de taak?,0.625
53,video_0_condition_1_Wat is de kleur van de dienstauto van de chauffeur?,Zwart
54,video_0_condition_1_Wat vraagt de chauffeur aan de twee kinderen die vlak bij zijn auto staan op het schoolplein?,Of ze die jongen kennen
55,video_0_condition_1_Hoe heet de jongen die met de chauffeur mee gaat?,Tom
56,video_0_condition_1_Wat belooft de chauffeur de jongen als hij mee gaat?,Een autootje
57,video_0_condition_1_Wat doen de chauffeur en de jongen in de auto op het afgelegen terrein?,De jongen mag zelf auto rijden
58,video_0_condition_1_Wat doen de chauffeur en de jongen nadat de jongen zelf een stukje heeft gereden?,Naar een zandoverslagterrein
59,video_0_condition_1_Wat bestelt de jongen bij het restaurant?,Milkshake en happy meal
60,video_0_condition_1_Wat is de relatie tussen de jongen en de chauffeur?,Vader en zoon
61,video_0_condition_1_Waarom wordt de chauffeur boos en zegt hij ‘godverdomme’ tegen de jongen in de auto?,Hij gooit iets omver
62,video_0_condition_1_Wat zegt de chauffeur tegen de moeder van de jongen?,Niks
63,video_1_condition_0_In hoeverre was je aandacht gericht op de film?,0.8770833333333333
64,video_1_condition_0_In hoeverre was je aandacht gericht op de taak?,-0.9270833333333334
65,video_1_condition_0_Wat is de naam van deze film?,Weet ik niet meer
66,video_1_condition_0_Is de pizzabezorger blij met zijn fooi?,Nee hij kreeg geen fooi
67,video_1_condition_0_Hoe heet de pizzabezorger?,Rachid
68,video_1_condition_0_Op wat voor kleur scooter rijdt de pizzabezorger?,Zwart
69,video_1_condition_0_Welke kleur kleren heeft de baby?,Blauw met grijs
70,video_1_condition_0_Waar verstopt Rachid de baby voor zijn vrienden en collega's buiten het pizzarestaurant?,In zijn kist achterop zijn brommer
71,video_1_condition_0_Waarom zet de pizzabezorger de muziek op zijn kamer ineens zo hard?,Omdat hij niet wil dat anderen de baby horen huilen
72,video_1_condition_0_Hoe heet het pizzarestaurant waar de bezorger voor werkt?,Pizza nog wat
73,video_1_condition_0_Waar geeft de pizzabezorger de baby af?,Legt hem op de stoep voor een gebouw
74,video_1_condition_0_Welke dieren bekeken de pizzabezorger en baby?,Geiten
